customer_id,Total_Orders,Total_Spend,Total_Profit,First_Purchase_Date,Last_Purchase_Date,Unique_Products,Total_Quantity,AOV,Profit_Margin_%,Recency_Days,Tenure_Days,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,customer_name,gender,age,city,state,region
CUST-00042,7,5086.5,1676.83,2022-06-14,2024-12-09,6,10,726.64,32.97,23,932,5,2,1,521,Potential Loyalists,Pooja Mukherjee,Female,48,Bengaluru,Karnataka,South
CUST-00043,22,104098.85,25273.01,2024-01-13,2024-12-17,22,36,4731.77,24.28,15,354,5,5,5,555,Champions,Nikhil Saxena,Male,21,Mumbai,Maharashtra,West
CUST-00044,10,22209.8,6642.66,2022-02-07,2024-09-20,10,10,2220.98,29.91,103,1059,2,3,3,233,At Risk,Pallavi Iyengar,Female,22,Kolkata,West Bengal,East
CUST-00045,28,84762.3,21051.6,2022-01-01,2024-12-16,28,36,3027.22,24.84,16,1096,5,5,5,555,Champions,Rahul Sharma,Male,38,Bengaluru,Karnataka,South
CUST-00046,4,8757.1,3610.37,2022-09-30,2024-12-10,4,5,2189.28,41.23,22,824,5,1,2,512,New Customers,Pranav Pandey,Male,30,Kolkata,West Bengal,East
CUST-00047,21,42442.3,17644.23,2024-03-09,2024-10-02,21,35,2021.06,41.57,91,298,2,5,5,255,At Risk,Ayaan Tripathi,Other,41,Indore,Madhya Pradesh,Central
CUST-00048,8,9947.85,3996.5,2023-09-24,2024-01-24,8,11,1243.48,40.17,343,465,1,3,2,132,Regular Customers,Aditya Dutta,Male,20,Chandigarh,Punjab,North
CUST-00049,4,5660.95,1992.78,2022-07-02,2024-08-23,4,5,1415.24,35.2,131,914,2,1,1,211,Lost Customers,Nikhil Chatterjee,Male,48,Pune,Maharashtra,West
CUST-00050,7,22477.0,6830.57,2022-10-23,2024-11-23,7,12,3211.0,30.39,39,801,4,2,3,423,Potential Loyalists,Rahul Chatterjee,Male,48,Kochi,Kerala,South
CUST-00051,26,78204.85,30702.37,2023-05-18,2024-12-17,23,35,3007.88,39.26,15,594,5,5,5,555,Champions,Gaurav Mukherjee,Male,51,Mumbai,Maharashtra,West
CUST-00052,11,28457.75,5992.570000000001,2022-03-14,2023-12-05,11,14,2587.07,21.06,393,1024,1,4,4,144,At Risk,Pallavi Chatterjee,Female,42,Delhi,Delhi,North
CUST-00053,6,14123.9,7427.879999999999,2023-02-08,2023-09-01,6,9,2353.98,52.59,488,693,1,2,3,123,Lost Customers,Pari Kaur,Female,38,Hyderabad,Telangana,South
CUST-00054,7,5474.0,2168.28,2022-01-19,2024-12-28,7,8,782.0,39.61,4,1078,5,2,1,521,Potential Loyalists,Pooja Menon,Female,22,Delhi,Delhi,North
CUST-00055,22,60028.55,16779.86,2022-03-09,2024-11-28,22,29,2728.57,27.95,34,1029,4,5,5,455,Champions,Aditya Reddy,Male,29,Jaipur,Rajasthan,North
CUST-00056,7,11132.35,3513.32,2022-06-04,2024-12-21,7,11,1590.34,31.56,11,942,5,2,2,522,Potential Loyalists,Isha Banerjee,Female,39,Pune,Maharashtra,West
CUST-00057,5,16992.5,6127.67,2022-05-04,2024-11-26,5,9,3398.5,36.06,36,973,4,1,3,413,New Customers,Shreya Singh,Female,29,Coimbatore,Tamil Nadu,South
CUST-00058,7,5965.45,1954.69,2023-06-07,2024-11-02,7,13,852.21,32.77,60,574,3,2,1,321,Regular Customers,Nandini Verma,Female,30,Ahmedabad,Gujarat,West
CUST-00059,5,30527.4,16530.67,2023-10-09,2024-11-05,4,9,6105.48,54.15,57,450,3,1,4,314,Regular Customers,Ayaan Shah,Male,47,Coimbatore,Tamil Nadu,South
CUST-00060,13,21593.55,8477.9,2024-03-21,2024-10-30,13,15,1661.04,39.26,63,286,3,4,3,343,Loyal Customers,Ananya Dutta,Female,23,Indore,Madhya Pradesh,Central
CUST-00061,9,7710.65,2916.15,2023-09-08,2024-11-22,9,14,856.74,37.82,40,481,4,3,2,432,Potential Loyalists,Isha Mishra,Female,35,Mumbai,Maharashtra,West
CUST-00062,9,12821.6,5692.280000000001,2022-03-10,2024-11-28,9,16,1424.62,44.4,34,1028,4,3,2,432,Potential Loyalists,Reyansh Malhotra,Male,42,Jaipur,Rajasthan,North
CUST-00063,6,10071.85,4612.75,2023-04-27,2024-02-13,6,9,1678.64,45.8,323,615,1,2,2,122,Lost Customers,Atharv Pillai,Male,34,Lucknow,Uttar Pradesh,North
CUST-00064,9,18068.8,7334.0,2022-07-03,2024-11-11,9,14,2007.64,40.59,51,913,3,3,3,333,Loyal Customers,Tanvi Verma,Female,19,Delhi,Delhi,North
CUST-00065,2,7564.25,2617.5,2024-10-02,2024-11-13,2,3,3782.12,34.6,49,91,3,1,2,312,Regular Customers,Tanvi Reddy,Female,24,Chandigarh,Punjab,North
CUST-00066,7,6083.65,2415.74,2023-07-12,2024-09-19,7,11,869.09,39.71,104,539,2,2,1,221,Lost Customers,Gauri Chatterjee,Female,20,Patna,Bihar,East
CUST-00067,6,13710.6,3305.66,2023-08-09,2024-12-09,6,10,2285.1,24.11,23,511,5,2,2,522,Potential Loyalists,Diya Shah,Female,23,Hyderabad,Telangana,South
CUST-00068,11,53971.65,17219.82,2023-06-29,2024-12-22,11,16,4906.51,31.91,10,552,5,4,5,545,Champions,Varun Gupta,Male,34,Bengaluru,Karnataka,South
CUST-00069,6,12582.6,5086.36,2022-04-13,2024-10-27,6,9,2097.1,40.42,66,994,3,2,2,322,Regular Customers,Rekha Chatterjee,Female,42,Ahmedabad,Gujarat,West
CUST-00070,23,213032.90000000002,20786.22,2022-06-20,2024-12-26,23,35,9262.3,9.76,6,926,5,5,5,555,Champions,Anjali Pandey,Female,30,Kolkata,West Bengal,East
CUST-00071,6,5439.15,1802.1799999999998,2022-10-11,2024-02-24,6,6,906.52,33.13,312,813,1,2,1,121,Lost Customers,Pallavi Choudhury,Female,18,Lucknow,Uttar Pradesh,North
CUST-00072,16,31655.45,11923.8,2022-03-29,2024-08-16,16,23,1978.47,37.67,138,1009,2,5,4,254,At Risk,Rahul Iyer,Male,32,Mumbai,Maharashtra,West
CUST-00073,6,17892.75,4634.62,2022-09-04,2024-08-24,6,9,2982.12,25.9,130,850,2,2,3,223,Lost Customers,Nandini Verma,Female,31,Nagpur,Maharashtra,West
CUST-00074,11,20141.65,5805.11,2023-07-27,2024-11-09,11,15,1831.06,28.82,53,524,3,4,3,343,Loyal Customers,Pari Shah,Female,41,Patna,Bihar,East
CUST-00075,13,19858.15,6810.09,2024-02-15,2024-10-20,12,18,1527.55,34.29,73,321,3,4,3,343,Loyal Customers,Deepak Dutta,Male,44,Bengaluru,Karnataka,South
CUST-00076,3,11451.4,3070.7400000000002,2022-07-04,2024-06-18,3,4,3817.13,26.82,197,912,1,1,2,112,Lost Customers,Rahul Bhatia,Male,29,Pune,Maharashtra,West
CUST-00077,5,3068.1,1020.0799999999999,2024-01-20,2024-08-14,5,5,613.62,33.25,140,347,2,1,1,211,Lost Customers,Aanya Banerjee,Female,39,Mumbai,Maharashtra,West
CUST-00078,15,23675.6,8821.11,2022-07-27,2024-10-20,14,23,1578.37,37.26,73,889,3,4,4,344,Loyal Customers,Meera Verma,Female,52,Visakhapatnam,Andhra Pradesh,South
CUST-00079,3,12504.2,3781.88,2023-12-26,2024-04-16,3,4,4168.07,30.24,260,372,1,1,2,112,Lost Customers,Amit Agarwal,Male,44,Chandigarh,Punjab,North
CUST-00080,3,3092.6,786.4399999999999,2022-03-20,2024-07-27,3,3,1030.87,25.43,158,1018,2,1,1,211,Lost Customers,Pooja Gupta,Female,33,Lucknow,Uttar Pradesh,North
CUST-00081,4,4172.85,58.51000000000005,2022-07-06,2024-11-20,4,5,1043.21,1.4,42,910,4,1,1,411,New Customers,Aditya Kaur,Male,42,Bhopal,Madhya Pradesh,Central
CUST-00082,8,8442.55,2650.09,2022-06-18,2024-09-14,8,10,1055.32,31.39,109,928,2,3,2,232,Regular Customers,Nandini Banerjee,Female,26,Coimbatore,Tamil Nadu,South
CUST-00083,1,18895.5,6139.25,2022-05-29,2022-05-29,1,5,18895.5,32.49,948,948,1,1,3,113,Lost Customers,Aanya Mukherjee,Female,48,Jaipur,Rajasthan,North
CUST-00084,7,9151.35,3991.2,2023-12-08,2024-11-26,7,7,1307.34,43.61,36,390,4,2,2,422,Potential Loyalists,Priyanka Banerjee,Female,33,Bhopal,Madhya Pradesh,Central
CUST-00085,9,19722.15,4804.06,2022-10-15,2024-10-02,9,16,2191.35,24.36,91,809,2,3,3,233,At Risk,Kavya Mehta,Female,20,Mumbai,Maharashtra,West
CUST-00086,3,8351.15,4400.51,2022-09-13,2024-01-11,3,4,2783.72,52.69,356,841,1,1,2,112,Lost Customers,Pari Bhatia,Female,18,Mumbai,Maharashtra,West
CUST-00087,4,34186.25,8218.02,2023-01-22,2023-08-09,4,5,8546.56,24.04,511,710,1,1,4,114,Lost Customers,Varun Choudhury,Male,18,Pune,Maharashtra,West
CUST-00088,2,8866.0,2522.0099999999998,2022-04-01,2024-12-27,2,4,4433.0,28.45,5,1006,5,1,2,512,New Customers,Ramesh Banerjee,Male,36,Mumbai,Maharashtra,West
CUST-00089,7,45546.0,4328.35,2022-07-01,2024-11-27,7,10,6506.57,9.5,35,915,4,2,5,425,Potential Loyalists,Gauri Iyengar,Female,23,Kolkata,West Bengal,East
CUST-00090,26,39818.75,15290.41,2022-02-08,2024-11-25,24,45,1531.49,38.4,37,1058,4,5,5,455,Champions,Navya Tripathi,Female,29,Delhi,Delhi,North
CUST-00091,6,10897.35,3571.42,2022-01-27,2024-11-03,6,9,1816.22,32.77,59,1070,3,2,2,322,Regular Customers,Navya Joshi,Female,59,Ahmedabad,Gujarat,West
CUST-00092,12,10962.7,2616.98,2022-09-17,2024-10-23,12,16,913.56,23.87,70,837,3,4,2,342,Regular Customers,Anjali Das,Female,53,Visakhapatnam,Andhra Pradesh,South
CUST-00093,6,52722.15,12382.92,2023-12-30,2024-12-03,6,12,8787.02,23.49,29,368,4,2,5,425,Potential Loyalists,Anita Singh,Female,44,Bengaluru,Karnataka,South
CUST-00094,18,50515.4,17528.43,2022-09-23,2024-11-24,18,26,2806.41,34.7,38,831,4,5,5,455,Champions,Siddharth Chatterjee,Male,26,Mumbai,Maharashtra,West
CUST-00095,2,2304.1,1132.6,2023-02-18,2023-08-22,2,3,1152.05,49.16,498,683,1,1,1,111,Lost Customers,Vihaan Tripathi,Male,24,Delhi,Delhi,North
CUST-00096,6,15921.7,6070.82,2024-02-12,2024-11-20,6,10,2653.62,38.13,42,324,4,2,3,423,Potential Loyalists,Pranav Malhotra,Male,51,Bengaluru,Karnataka,South
CUST-00097,19,27175.1,12024.65,2022-03-23,2024-11-02,19,21,1430.27,44.25,60,1015,3,5,4,354,Loyal Customers,Khushi Mukherjee,Female,43,Bengaluru,Karnataka,South
CUST-00098,12,16920.0,6601.86,2022-07-09,2024-12-27,12,21,1410.0,39.02,5,907,5,4,3,543,Loyal Customers,Gauri Kaur,Female,46,Chandigarh,Punjab,North
CUST-00099,8,15692.699999999999,6194.1900000000005,2022-12-29,2024-07-22,8,11,1961.59,39.47,163,734,2,3,3,233,At Risk,Kavya Tripathi,Female,18,Bengaluru,Karnataka,South
CUST-00100,3,645.45,180.54,2022-11-15,2023-11-23,2,3,215.15,27.97,405,778,1,1,1,111,Lost Customers,Kabir Pandey,Male,53,Indore,Madhya Pradesh,Central
CUST-00101,15,24065.600000000002,6952.38,2022-03-07,2024-10-11,15,21,1604.37,28.89,82,1031,2,4,4,244,At Risk,Shaurya Choudhury,Male,30,Mumbai,Maharashtra,West
CUST-00102,20,29111.75,8167.43,2023-06-25,2024-10-31,19,22,1455.59,28.06,62,556,3,5,4,354,Loyal Customers,Krishna Saxena,Male,53,Chennai,Tamil Nadu,South
CUST-00103,8,16243.75,4261.62,2022-01-07,2024-10-09,8,16,2030.47,26.24,84,1090,2,3,3,233,At Risk,Kabir Chatterjee,Male,32,Ahmedabad,Gujarat,West
CUST-00105,17,37342.05,13351.56,2024-04-11,2024-11-29,17,20,2196.59,35.75,33,265,4,5,4,454,Champions,Siddharth Rao,Male,33,Patna,Bihar,East
CUST-00106,9,17032.95,6402.36,2022-10-05,2024-11-01,8,10,1892.55,37.59,61,819,3,3,3,333,Loyal Customers,Prisha Bhatia,Female,58,Delhi,Delhi,North
CUST-00107,18,110252.65000000001,22743.28,2022-03-12,2024-11-12,18,25,6125.15,20.63,50,1026,3,5,5,355,Loyal Customers,Pranav Agarwal,Male,30,Pune,Maharashtra,West
CUST-00108,10,22950.3,6236.6,2023-01-09,2024-06-10,9,13,2295.03,27.17,205,723,1,3,4,134,At Risk,Gauri Kaur,Female,33,Pune,Maharashtra,West
CUST-00109,19,74787.95,18787.47,2024-02-25,2024-12-11,18,22,3936.21,25.12,21,311,5,5,5,555,Champions,Atharv Choudhury,Male,26,Pune,Maharashtra,West
CUST-00110,19,33496.7,10818.05,2022-01-12,2024-11-29,18,29,1762.98,32.3,33,1085,4,5,4,454,Champions,Prisha Mukherjee,Female,56,Hyderabad,Telangana,South
CUST-00111,29,82145.8,21612.94,2022-01-27,2024-10-31,28,46,2832.61,26.31,62,1070,3,5,5,355,Loyal Customers,Isha Yadav,Female,27,Bengaluru,Karnataka,South
CUST-00112,4,2916.25,1273.21,2023-05-23,2024-12-20,4,5,729.06,43.66,12,589,5,1,1,511,New Customers,Anita Saxena,Female,35,Mumbai,Maharashtra,West
CUST-00113,14,66707.15,19132.54,2022-12-02,2024-11-05,14,22,4764.8,28.68,57,761,3,4,5,345,Loyal Customers,Tanvi Agarwal,Female,26,Lucknow,Uttar Pradesh,North
CUST-00114,7,50937.450000000004,6332.639999999999,2023-01-09,2024-12-05,7,9,7276.78,12.43,27,723,4,2,5,425,Potential Loyalists,Prisha Mishra,Female,29,Bhubaneswar,Odisha,East
CUST-00115,8,19604.45,6483.87,2022-01-22,2023-12-21,8,13,2450.56,33.07,377,1075,1,3,3,133,At Risk,Anita Das,Female,26,Delhi,Delhi,North
CUST-00116,9,19388.25,6942.1,2023-08-25,2024-12-12,9,15,2154.25,35.81,20,495,5,3,3,533,Loyal Customers,Aanya Yadav,Female,42,Bhopal,Madhya Pradesh,Central
CUST-00117,3,1335.05,606.39,2023-08-23,2024-12-11,3,3,445.02,45.42,21,497,5,1,1,511,New Customers,Siddharth Agarwal,Other,18,Indore,Madhya Pradesh,Central
CUST-00118,5,21664.6,6714.759999999999,2023-05-02,2024-10-05,5,8,4332.92,30.99,88,610,2,1,3,213,Lost Customers,Siddharth Mishra,Male,19,Surat,Gujarat,West
CUST-00119,4,170591.2,33911.2,2023-04-13,2024-05-22,4,8,42647.8,19.88,224,629,1,1,5,115,Lost Customers,Swati Mehta,Female,50,Indore,Madhya Pradesh,Central
CUST-00120,6,19739.8,4551.18,2022-07-27,2024-11-28,6,6,3289.97,23.06,34,889,4,2,3,423,Potential Loyalists,Gaurav Gupta,Male,28,Coimbatore,Tamil Nadu,South
CUST-00121,2,7508.85,2232.51,2024-01-22,2024-04-13,2,2,3754.42,29.73,263,345,1,1,2,112,Lost Customers,Amit Nair,Male,27,Coimbatore,Tamil Nadu,South
CUST-00122,1,309.0,54.75,2022-07-08,2022-07-08,1,1,309.0,17.72,908,908,1,1,1,111,Lost Customers,Aarav Malhotra,Male,43,Mumbai,Maharashtra,West
CUST-00123,14,114426.15000000001,20471.69,2022-01-14,2024-10-17,14,16,8173.3,17.89,76,1083,2,4,5,245,At Risk,Kavya Verma,Female,30,Surat,Gujarat,West
CUST-00124,6,38385.8,4156.85,2022-10-24,2024-10-05,6,9,6397.63,10.83,88,800,2,2,4,224,Lost Customers,Navya Dutta,Female,26,Pune,Maharashtra,West
CUST-00125,25,41085.75,15637.12,2023-03-02,2024-12-06,23,43,1643.43,38.06,26,671,4,5,5,455,Champions,Pooja Malhotra,Female,18,Hyderabad,Telangana,South
CUST-00126,9,12859.85,5102.05,2022-01-21,2024-11-29,9,10,1428.87,39.67,33,1076,4,3,2,432,Potential Loyalists,Gauri Shah,Female,28,Chandigarh,Punjab,North
CUST-00127,16,113621.85,25845.280000000002,2024-01-15,2024-12-25,15,25,7101.37,22.75,7,352,5,5,5,555,Champions,Saanvi Iyengar,Female,25,Pune,Maharashtra,West
CUST-00128,2,2488.15,627.88,2022-10-08,2023-07-28,2,2,1244.08,25.23,523,816,1,1,1,111,Lost Customers,Anand Dutta,Male,32,Bhubaneswar,Odisha,East
CUST-00129,10,18448.0,5561.9400000000005,2022-11-10,2024-12-05,10,18,1844.8,30.15,27,783,4,3,3,433,Loyal Customers,Aditya Kaur,Male,39,Mumbai,Maharashtra,West
CUST-00130,16,25517.25,9072.32,2022-07-12,2024-11-23,16,19,1594.83,35.55,39,904,4,5,4,454,Champions,Rajesh Yadav,Male,47,Lucknow,Uttar Pradesh,North
CUST-00131,8,13933.9,6188.45,2022-10-12,2024-11-19,8,10,1741.74,44.41,43,812,4,3,3,433,Loyal Customers,Ishaan Iyengar,Male,39,Mumbai,Maharashtra,West
CUST-00132,18,42522.15,20376.92,2022-09-08,2024-10-18,17,24,2362.34,47.92,75,846,3,5,5,355,Loyal Customers,Shaurya Nair,Male,42,Visakhapatnam,Andhra Pradesh,South
CUST-00133,13,37194.25,6403.26,2023-02-24,2024-11-02,13,23,2861.1,17.22,60,677,3,4,4,344,Loyal Customers,Reyansh Pillai,Male,45,Surat,Gujarat,West
CUST-00134,9,10449.9,4379.08,2024-06-15,2024-07-06,9,12,1161.1,41.91,179,200,1,3,2,132,Regular Customers,Pranav Saxena,Other,27,Indore,Madhya Pradesh,Central
CUST-00135,5,25371.800000000003,7507.97,2022-10-02,2024-10-25,5,8,5074.36,29.59,68,822,3,1,4,314,Regular Customers,Dhruv Chatterjee,Male,18,Coimbatore,Tamil Nadu,South
CUST-00136,14,42947.45,12304.119999999999,2024-04-03,2024-12-25,13,28,3067.68,28.65,7,273,5,4,5,545,Champions,Reyansh Pillai,Male,50,Kolkata,West Bengal,East
CUST-00137,6,4698.9,1360.55,2023-07-02,2024-10-10,6,6,783.15,28.95,83,549,2,2,1,221,Lost Customers,Shaurya Menon,Male,25,Delhi,Delhi,North
CUST-00138,16,31436.0,16014.93,2023-08-30,2024-09-04,16,22,1964.75,50.94,119,490,2,5,4,254,At Risk,Reyansh Iyengar,Male,32,Jaipur,Rajasthan,North
CUST-00139,13,35942.75,6719.35,2022-05-12,2024-10-25,13,19,2764.83,18.69,68,965,3,4,4,344,Loyal Customers,Anita Dutta,Female,38,Hyderabad,Telangana,South
CUST-00140,4,6690.3,1301.26,2024-07-05,2024-07-16,4,7,1672.58,19.45,169,180,1,1,1,111,Lost Customers,Ishaan Iyengar,Male,33,Patna,Bihar,East
CUST-00141,6,9633.1,4158.41,2022-05-04,2024-08-17,6,7,1605.52,43.17,137,973,2,2,2,222,Lost Customers,Siddharth Choudhury,Male,33,Guwahati,Assam,East
CUST-00142,10,15210.85,6608.79,2022-03-10,2024-12-18,10,15,1521.08,43.45,14,1028,5,3,3,533,Loyal Customers,Ayaan Mishra,Male,43,Pune,Maharashtra,West
CUST-00143,17,27460.9,10656.0,2023-09-04,2024-11-01,17,31,1615.35,38.8,61,485,3,5,4,354,Loyal Customers,Aanya Patel,Female,58,Lucknow,Uttar Pradesh,North
CUST-00144,6,8654.15,2074.65,2023-07-24,2024-06-15,6,13,1442.36,23.97,200,527,1,2,2,122,Lost Customers,Nikhil Gupta,Male,37,Ahmedabad,Gujarat,West
CUST-00145,17,53267.7,18506.74,2022-02-26,2024-11-15,17,28,3133.39,34.74,47,1040,3,5,5,355,Loyal Customers,Divya Banerjee,Female,31,Ahmedabad,Gujarat,West
CUST-00146,6,2789.85,916.5799999999999,2023-04-04,2024-12-29,6,6,464.98,32.85,3,638,5,2,1,521,Potential Loyalists,Dhruv Iyer,Male,43,Delhi,Delhi,North
CUST-00147,20,67042.7,18938.82,2022-03-01,2024-12-23,20,29,3352.14,28.25,9,1037,5,5,5,555,Champions,Manish Das,Male,44,Mumbai,Maharashtra,West
